item_id,description,item_class,retail_1,last_unit_cost,category
MPH200,MALLEABLE POST HINGE 2 in.,Non-stock item,7.87,3.54,gate
MPH250,MALLEABLE POST HINGE 2-1/2 in.,Non-stock item,10.91,4.91,gate
MPH300,MALLEABLE POST HINGE 3 in.,Non-stock item,15.29,6.88,gate
MPL,MAXIMA POST LATCH,Non-stock item,15.34,7.67,gate
MPT4A,MONT PT. SCALLOP 4 x 8 SEC,Non-stock item,220.42,127.02,other
MPT4B,MONT PT. STEPPED 4 x 8 SECTION,Non-stock item,220.42,127.02,section_panel
MPT4C,MONT PT. STRAIGHT 4 x 8 SECTIO,Non-stock item,220.42,127.02,other
MPT5A,MONT PT. SCALLOP 5 x 8 SEC,Non-stock item,252.17,147.66,other
MPT5B,MONT PT. STEPPED 5 x 8 SECTION,Non-stock item,252.17,147.66,section_panel
MPT5C,MONT PT. STRAIGHT 5 x 8 SECTIO,Non-stock item,252.17,147.66,other
MPT6A,MONT PT. SCALLOP 6 x 8 SEC,Non-stock item,252.17,147.66,other
MPT6B,MONT PT. STEPPED 6 x 8 SECTION,Non-stock item,252.17,147.66,section_panel
MPT6C,MONT PT. STRAIGHT 6 x 8 SECTIO,Non-stock item,252.17,147.66,other
MPT6XA,MONT PT. SCALLOP 6 x 8 SEC CO-,Non-stock item,253.51,148.53,other
MPT6XB,MONT PT. STEPPED 6 x 8 SEC CO-,Non-stock item,253.51,148.53,other
MPT6XC,MONT PT. STRAIGHT 6 x 8 SEC CO,Non-stock item,253.51,148.53,other
MPTG43A,MONTPT SCAL GATE 4 x 3 OPEN,Non-stock item,548.89,220.42,gate
MPTG43B,MONTPT STEP GATE 4 x 3 OPEN,Non-stock item,548.89,220.42,gate
MPTG43C,MONTPT STRA GATE 4 x 3 OPEN,Non-stock item,548.89,220.42,gate
MPTG44A,MONTPT SCAL GATE 4 x 4 OPEN,Non-stock item,524.58,207.78,gate
MPTG44B,MONTPT STEP GATE 4 x 4 OPEN,Non-stock item,524.58,207.78,gate
MPTG44C,MONTPT STRA GATE 4 x 4 OPEN,Non-stock item,524.58,207.78,gate
MPTG45A,MONTPT SCAL GATE 4 x 5 OPEN,Non-stock item,554.58,223.38,gate
MPTG45B,MONTPT STEP GATE 4 x 5 OPEN,Non-stock item,554.58,223.38,gate
MPTG45C,MONTPT STRA GATE 4 x 5 OPEN,Non-stock item,554.58,223.38,gate
MPTG53A,MONTPT SCAL GATE 5 x 3 OPEN,Non-stock item,519.79,205.29,gate
MPTG53B,MONTPT STEP GATE 5 x 3 OPEN,Non-stock item,519.79,205.29,gate
MPTG53C,MONTPT STRA GATE 5 x 3 OPEN,Non-stock item,519.79,205.29,gate
MPTG54A,MONTPT SCAL GATE 5 x 4 OPEN,Non-stock item,574.5,233.74,gate
MPTG54B,MONTPT STEP GATE 5 x 4 OPEN,Non-stock item,574.5,233.74,gate
MPTG54C,MONTPT STRA GATE 5 x 4 OPEN,Non-stock item,574.5,233.74,gate
MPTG55A,MONTPT SCAL GATE 5 x 5 OPEN,Non-stock item,574.5,233.74,gate
MPTG55B,MONTPT STEP GATE 5 x 5 OPEN,Non-stock item,574.5,233.74,gate
MPTG55C,MONTPT STRA GATE 5 x 5 OPEN,Non-stock item,574.5,233.74,gate
MPTG63A,MONTPT SCAL GATE 6 x 3 OPEN,Non-stock item,525.41,208.21,gate
MPTG63B,MONTPT STEP GATE 6 x 3 OPEN,Non-stock item,525.41,208.21,gate
MPTG63C,MONTPT STRA GATE 6 x 3 OPEN,Non-stock item,525.41,208.21,gate
MPTG64A,MONTPT SCAL GATE 6 x 4 OPEN,Non-stock item,544.35,218.06,gate
MPTG64B,MONTPT STEP GATE 6 x 4 OPEN,Non-stock item,544.35,218.06,gate
MPTG64C,MONTPT STRA GATE 6 x 4 OPEN,Non-stock item,544.35,218.06,gate
MPTG65A,MONTPT SCAL GATE 6 x 5 OPEN,Non-stock item,574.5,233.74,gate
MPTG65B,MONTPT STEP GATE 6 x 5 OPEN,Non-stock item,574.5,233.74,gate
MPTG65C,MONTPT STRA GATE 6 x 5 OPEN,Non-stock item,574.5,233.74,gate
MPTPKT,MONTAUK POINT PICKETS,Non-stock item,139.26,69.63,section_panel
MX000041,HY-5A hy security loop Detecto,Non-stock item,275.56,124.0,other
MX000672,HY SECURITY LIMIT SWITCH mx000,Non-stock item,431.22,237.17,other
MX002707,HYSECURITY 6 IN DRIVE WHEEL mx,Non-stock item,318.18,175.0,other
NAN34,NANTUCKET 3 x 4 SECTION,Non-stock item,97.05,53.38,section_panel
NAN354,NANTUCKET 42 x 4 SECTION,Non-stock item,104.65,57.56,section_panel
NAN356,NANTUCKET 42 x 6 SECTION,Non-stock item,159.35,87.64,section_panel
NAN36,NANTUCKET 3 x 6 SECTION,Non-stock item,147.56,81.16,section_panel
NAN44,NANTUCKET 48 x 4 SECTION,Non-stock item,104.67,57.57,section_panel
NAN46,NANTUCKET 48 x 6 SECTION,Non-stock item,159.4,87.67,section_panel
NANASC,Nantucket ad sign clay,Non-stock item,298.64,164.25,other
NANASG,Nantucket ad sign granite,Non-stock item,325.91,179.25,other
NANASW,Nantucket ad sign white,Non-stock item,285.0,156.75,other
NANG33,NANTUCKET GATE 3 x 3 OPEN,Non-stock item,166.48,83.24,gate
NANG34,NANTUCKET GATE 3 x 4 OPEN,Non-stock item,192.9,96.45,gate
NANG35,NANTUCKET GATE 3 x 5 OPEN,Non-stock item,212.46,106.23,gate
NANG353,NANTUCKET GATE 42 x 3 OPEN,Non-stock item,175.64,87.82,gate
NANG354,NANTUCKET GATE 42 x 4 OPEN,Non-stock item,202.9,101.45,gate
NANG355,NANTUCKET GATE 42 x 5 OPEN,Non-stock item,224.32,112.16,gate
NANG43,NANTUCKET GATE 4 x 3 OPEN,Non-stock item,178.2,89.1,gate
NANG44,NANTUCKET GATE 4 x 4 OPEN,Non-stock item,207.4,103.7,gate
NANG45,NANTUCKET GATE 4 x 5 OPEN,Non-stock item,228.82,114.41,gate
NANTUC,Nantucket II arbor,Non-stock item,612.27,336.75,other
NASS4,4 NASSAU CUSTOM WOOD,Non-stock item,214.29,150.0,section_panel
NASS5,5 NASSAU CUSTOM WOOD,Non-stock item,250.0,175.0,section_panel
NASS6,6 NASSAU CUSTOM WOOD,Non-stock item,282.8,197.96,section_panel
NASS8,8 NASSAU CUSTOM WOOD,Non-stock item,321.43,225.0,section_panel
NEWMB,Newport mailbox post only,Non-stock item,180.35,99.19,post
NEWPORT,Newport arbor,Non-stock item,1089.55,599.25,other
nfs chage,,Non-stock item,0.0,0.0,other
NIR-50,Nir-50 Photo eye reflective 50,Non-stock item,130.45,84.79,other
NOCODE,2-1/2X1-3/8 END CLAMP,Non-stock item,17.4,2.61,other
NOCODE01,GATE COLLAR 1-3/8 P.S,Non-stock item,10.5,2.1,gate
NOCODE02,GATE COLLAR 1-5/8 P.S.,Non-stock item,8.3,1.66,gate
NOCODE03,GATE COLLAR 2 in  P.S.,Non-stock item,8.35,1.67,gate
NOCODE04,2-3/8 x 11-1/2 GA MESH,Non-stock item,0.76,0.38,chain_link
NOCODE05,2 x 6GA. GALVANIZED MESH,Non-stock item,3.27,1.6,chain_link
NOCODE07,ALUM H 2 x 3-1/2 per ft. #9022,Non-stock item,3.71,2.15,aluminum
NOCODE08,PRESS STEEL FRAME CLAMP 1-3/8,Non-stock item,5.33,1.6,other
NOCODE09,PRESS STEEL FRAME CLAMP 1-3/8,Non-stock item,5.13,1.54,other
NOCODE097,3-1/2 in. Brace Band Beveled,Non-stock item,0.0,3.07,chain_link
NOCODE10,PRESS STEEL FRAME CLAMP 1-5/8,Non-stock item,5.17,1.55,other
NOCODE101,2 x 1-3/8 CORNER CLAMPS,Non-stock item,3.5,1.75,other
NOCODE102,2 x 1-5/8 CORNER CLAMPS,Non-stock item,3.66,1.83,other
NOCODE103,2-1/2 x 1-3/8 CORNER CLAMPS,Non-stock item,3.58,1.79,other
NOCODE104,2-1/2 x 1-5/8 CORNER CLAMPS,Non-stock item,3.3,1.65,other
NOCODE105,3 x 1-5/8 CORNER CLAMPS,Non-stock item,3.72,1.86,other
NOCODE106,4 x 1-5/8 CORNER CLAMPS,Non-stock item,0.0,0.0,other
NOCODE11,VINYL PRESS STEEL FRAME CLAMP,Non-stock item,5.0,1.5,vinyl_pvc
NOCODE12,P.S. FRAME CLAMP 2 IN.,Non-stock item,4.57,1.37,other
NOCODE125,2-1/2X1-3/8 BOULEVARD,Non-stock item,17.4,2.61,other
NOCODE13,P.S. FRAME CLAMP 2 IN.VINYL,Non-stock item,3.8,1.14,vinyl_pvc
NOCODE14,P.S. POST HINGE 1-3/8,Non-stock item,5.37,1.61,gate
NOCODE15,P.S. POST HINGE 1-3/8 VINYL,Non-stock item,3.13,0.94,gate
NOCODE16,P.S. POST HINGE 1-5/8,Non-stock item,5.63,1.69,gate
NOCODE17,P.S. POST HINGE 1-5/8 VINYL,Non-stock item,3.93,1.18,gate
NOCODE18,P.S. POST HINGE 2 IN.,Non-stock item,7.1,2.13,gate
NOCODE19,P.S. POST HINGE 2 IN. VINYL,Non-stock item,5.0,1.5,gate
NOCODE20,P.S. POST HINGE 2-1/2,Non-stock item,8.2,2.46,gate
NOCODE21,P.S. POST HINGE 2-1/2 VINYL,Non-stock item,6.7,2.01,gate
NOCODE22,P.S. POST HINGE 3 IN.,Non-stock item,10.33,3.1,gate
NOCODE23,P.S. POST HINGE 3 IN.VINYL,Non-stock item,12.5,3.75,gate
NOCODE24,TENNIS MESH 1-3/4 x 9GA.,Non-stock item,1.28,0.74,chain_link
NOCODE25,COMMERICIAL 2 x 6 VINYL WIRE,Non-stock item,1.86,1.08,chain_link
NOCODE26,1-3/8 x 1-3/8 BOULEVARD,Non-stock item,14.53,2.18,other
NOCODE27,1-3/8X1-3/8 BOULEVARD VINYL,Non-stock item,8.93,1.34,vinyl_pvc
NOCODE28,1-5/8X1-3/8 BOULEVARD,Non-stock item,12.2,1.83,other
NOCODE29,1-5/8X1-3/8 BOULEVARD VINYL,Non-stock item,10.07,1.51,vinyl_pvc
NOCODE30,1-5/8X1-5/8 BOULEVARD,Non-stock item,12.27,1.84,other
NOCODE31,1-5/8X1-5/8 BOULEVARD VINYL,Non-stock item,19.13,2.87,vinyl_pvc
NOCODE32,2X1-3/8 BOULEVARD,Non-stock item,14.4,2.16,other
NOCODE33,2X1-3/8 BOULEVARD VINYL,Non-stock item,16.4,2.46,vinyl_pvc
NOCODE34,2X1-5/8 BOULEVARD,Non-stock item,17.4,2.61,other
NOCODE35,2X1-5/8 BOULEVARD VINYL,Non-stock item,16.87,2.53,vinyl_pvc
NOCODE36,2-1/2X1-5/8 BOULEVARD,Non-stock item,18.4,2.76,other
NOCODE37,2-1/2X1-5/8 BOULEVARD VINYL,Non-stock item,23.53,3.53,vinyl_pvc
NOCODE38,3X1-5/8 BOULEVARD,Non-stock item,17.47,2.62,other
NOCODE39,3X1-5/8 BOULEVARD VINYL,Non-stock item,19.87,2.98,vinyl_pvc
NOCODE40,4X1-5/8 BOULEVARD,Non-stock item,23.07,3.46,other
NOCODE41,4X1-5/8 BOULEVARD VINYL,Non-stock item,48.4,7.26,vinyl_pvc
NOCODE42,1-3/8X1-3/8 END CLAMP,Non-stock item,14.0,2.1,other
NOCODE43,1-3/8X1-3/8 END CLAMP VINYL,Non-stock item,7.07,1.06,vinyl_pvc
NOCODE44,1-3/8X1-5/8 END CLAMP,Non-stock item,13.07,1.96,other
NOCODE45,1-3/8X1-5/8 END CLAMP VINYL,Non-stock item,9.2,1.38,vinyl_pvc
NOCODE46,1-5/8X1-5/8 END CLAMP,Non-stock item,10.67,1.6,other
NOCODE47,1-5/8X1-5/8 END CLAMP VINYL,Non-stock item,9.2,1.38,vinyl_pvc
NOCODE48,2X1-3/8 END CLAMP,Non-stock item,10.67,1.6,other
NOCODE49,2X1-3/8 END CLAMP VINYL,Non-stock item,10.07,1.51,vinyl_pvc
NOCODE50,2X1-5/8 END CLAMP,Non-stock item,12.27,1.84,other
NOCODE51,2X1-5/8 END CLAMP VINYL,Non-stock item,12.87,1.93,vinyl_pvc
NOCODE52,2-1/2X1-5/8 END CLAMP,Non-stock item,17.87,2.68,other
NOCODE53,2-1/2X1-5/8 END CLAMP VINYL,Non-stock item,17.87,2.68,vinyl_pvc
NOCODE54,3X1-5/8 END CLAMP,Non-stock item,17.93,2.69,other
NOCODE55,3X1-5/8 END CLAMP VINYL,Non-stock item,29.67,4.45,vinyl_pvc
NOCODE56,4X1-5/8 END CLAMP,Non-stock item,24.2,3.63,other
NOCODE57,4X1-5/8 END CLAMP VINYL,Non-stock item,8.13,1.22,vinyl_pvc
NOCODE58,2X3-1/2 STALLION STRAIGHT BRAC,Non-stock item,0.0,2.37,other
NOCODE59,2X3-1/2 STALLION STAIR RAIL BR,Non-stock item,0.0,2.37,other
NOCODE60,2X3-1/2 STALLION T RAIL STARIG,Non-stock item,0.0,2.31,other
NOCODE61,2X3-1/2 STALLION T RAIL STAIR,Non-stock item,0.0,2.43,other
NOCODE62,1-3/8 LT. BRACE BAND,Non-stock item,0.0,0.42,chain_link
NOCODE63,1-5/8 LT. BRACE BAND,Non-stock item,0.0,0.47,chain_link
NOCODE64,2 in. LT. BRACE BAND,Non-stock item,0.0,0.75,chain_link
NOCODE65,2-1/2  LT. BRACE BAND,Non-stock item,0.0,0.88,chain_link
NOCODE66,3  LT. BRACE BAND,Non-stock item,0.0,0.74,chain_link
NOCODE67,4  LT. BRACE BAND,Non-stock item,0.0,0.98,chain_link
NOCODE68,1-3/8 LT. TENSION BAND,Non-stock item,0.0,0.42,chain_link
NOCODE69,1-5/8 LT. TENSION BAND,Non-stock item,0.0,0.54,chain_link
NOCODE70,2 in. LT. TENSION BAND,Non-stock item,0.0,0.56,chain_link
NOCODE71,2-1/2 LT. TENSION BAND,Non-stock item,0.0,0.68,chain_link
NOCODE72,3  LT. TENSION BAND,Non-stock item,0.0,0.92,chain_link
NOCODE73,4  LT. TENSION BAND,Non-stock item,0.0,1.17,chain_link
NOCODE74,VINYL 1-3/8 LT. BRACE BAND,Non-stock item,0.0,0.63,chain_link
NOCODE75,VINYL 1-5/8 LT. BRACE BAND,Non-stock item,0.0,0.4,chain_link
NOCODE76,VINYL 2 Lt. brace band w/ bolt,Non-stock item,2.96,0.74,chain_link
NOCODE77,VINYL 2-1/2 in. LT. BRACE BAND,Non-stock item,0.0,0.55,chain_link
NOCODE78,VINYL 3 in. LT. BRACE BAND,Non-stock item,0.0,0.6,chain_link
NOCODE79,VINYL 4 IN. LT. BRACE BAND,Non-stock item,0.0,0.9,chain_link
NOCODE80,VINYL 1-3/8 LT. TENSION BAND,Non-stock item,0.0,0.53,chain_link
NOCODE81,VINYL 1-5/8 LT. TENSION BAND,Non-stock item,0.0,0.51,chain_link
NOCODE82,VINYL 2 in. LT. TENSION BAND,Non-stock item,0.0,0.74,chain_link
NOCODE83,VINYL 2-1/2 in LT.TENSION BAND,Non-stock item,0.0,1.03,chain_link
NOCODE84,VINYL 3 in.  LT. TENSION BAND,Non-stock item,0.0,0.71,chain_link
NOCODE85,VINYL 4 IN.  LT. TENSION BAND,Non-stock item,0.0,0.65,chain_link
NOCODE86,1-5/8 in TENSION BAND BEVELED,Non-stock item,0.0,0.75,chain_link
NOCODE87,2 in TENSION BAND BEVELED,Non-stock item,0.0,0.8,chain_link
NOCODE88,2-1/2 in TENSION BAND BEVELED,Non-stock item,0.0,0.92,chain_link
NOCODE89,3 in TENSION BAND BEVELED,Non-stock item,0.0,0.9,chain_link
NOCODE90,4 in TENSION BAND BEVELED,Non-stock item,0.0,1.42,chain_link
NOCODE91,6-5/8 in TENSION BAND BEVELED,Non-stock item,0.0,2.51,chain_link
NOCODE92,8-5/8 in TENSION BAND BEVELED,Non-stock item,0.0,3.5,chain_link
NOCODE93,1-5/8 in. BRACE BAND BEVELED,Non-stock item,0.0,0.5,chain_link
NOCODE94,2 in. BRACE BAND BEVELED,Non-stock item,0.0,0.8,chain_link
NOCODE95,2-1/2 in. BRACE BAND BEVELED,Non-stock item,0.0,0.9,chain_link
NOCODE96,3 in. BRACE BAND BEVELED,Non-stock item,0.0,0.92,chain_link
NOCODE97,4 in. BRACE BAND BEVELED,Non-stock item,0.0,1.42,chain_link
NOCODE98,6-5/8 in. BRACE BAND BEVELED,Non-stock item,0.0,2.5,chain_link
NOCODE99,8-5/8 in. BRACE BAND BEVELED,Non-stock item,0.0,2.07,chain_link
NOTCH,NOTCH PKTS,Non-stock item,0.56,0.28,other
nsf fee,Service $0.00 $0.00 NSGK NON-SAG KIT FOR WOOD GATES,Non-stock item,10.83,4.33,wood
NTR,RAIL NOTCHER,Non-stock item,155.04,77.52,other
NW093A,"4"""" Aluminum self closing hing",Non-stock item,13.33,8.8,aluminum
NW095-BK,"5-3/4"""" Aluminum self closing",Non-stock item,23.33,15.4,aluminum
NW171SCP5,SELF CLOSING ADJUSTABLE STEEL,Non-stock item,59.38,17.66,other
NW6068-SSB,GATE LATCH SS W RETURN SPRING,Non-stock item,28.47,15.66,gate
NW6255,SLIM LINE SS POST LATCH NW6255,Non-stock item,35.64,23.52,gate
OCE4,4 OCEANSIDE CUSTOM WOOD,Non-stock item,214.29,150.0,section_panel
OCE5,5 OCEANSIDE CUSTOM WOOD,Non-stock item,250.0,175.0,section_panel
OCE6,6 OCEANSIDE CUSTOM WOOD,Non-stock item,282.8,197.96,section_panel
OCE8,8 OCEANSIDE CUSTOM WOOD,Non-stock item,321.43,225.0,section_panel
OHH,ORNAMENTAL H HINGE 5 in,Non-stock item,11.35,4.54,gate
OMRONUL325,Omron ul325 reflect photo eye,Non-stock item,220.0,143.0,other
ONEWAYSIGN,ONE WAY SIGN,Non-stock item,37.14,26.0,other
OPAC46,"OPAL 4X6 3/4"""" PKT ALUMINUM",Non-stock item,0.0,68.72,aluminum
OPAC48,"OPAL 4X8 3/4"""" PKT ALUMINUM",Non-stock item,0.0,89.92,aluminum
OPAC56,"OPAL 5'X6 3/4"""" PKT ALUMINUM",Non-stock item,0.0,0.0,aluminum
OPAC58,"OPAL 5'X8' 3/4"""" PKT ALUMINUM",Non-stock item,0.0,0.0,aluminum
OPACG43,"OPAL 4X3 WALK GATE 3/4"""" PKT",Non-stock item,0.0,171.99,gate
OPACG53,"OPAL 5X3 WALK GATE 3/4"""" PKT",Non-stock item,0.0,0.0,gate
OPAR426,"OPAL 42""""X6 5/8"""" PKT ALUMINUM",Non-stock item,0.0,48.43,aluminum
OPAR46,"OPAL 4'X6 5/8"""" PKT ALUMINUM",Non-stock item,0.0,49.14,aluminum
OR4,ORIENT 4 x 8 SECTION,Non-stock item,197.58,92.17,section_panel
OR5,ORIENT 5 x 8 SECTION,Non-stock item,216.35,102.49,section_panel
OR6,ORIENT 6 x 8 SECTION,Non-stock item,235.11,112.81,section_panel
ORBSH,8 in ORNA. BOLT AND STRAP HING,Non-stock item,34.65,13.86,other
ORG43,ORIENT GATE 4 x 3 OPEN,Non-stock item,267.94,108.97,gate
ORG44,ORIENT GATE 4 x 4 OPEN,Non-stock item,283.62,116.81,gate
ORG45,ORIENT GATE 4 x 5 OPEN,Non-stock item,300.14,125.07,gate
ORG53,ORIENT GATE 5 x 3 OPEN,Non-stock item,284.24,117.12,gate
ORG54,ORIENT GATE 5 x 4 OPEN,Non-stock item,301.32,125.66,gate
ORG55,ORIENT GATE 5 x 5 OPEN,Non-stock item,320.64,135.32,gate
ORG63,ORIENT GATE 6 x 3 OPEN,Non-stock item,298.1,124.05,gate
ORG64,ORIENT GATE 6 x 4 OPEN,Non-stock item,316.58,133.29,gate
ORG65,ORIENT GATE 6 x 5 OPEN,Non-stock item,338.7,144.35,gate
ORIHB7,7 IN BARREL HINGE - per pair,Non-stock item,65.76,32.88,gate
ORPT4A,ORIENT POINT SCAL 4 x 8 SEC,Non-stock item,211.8,99.99,other
ORPT4B,ORIENT POINT STEP 4 x 8 SECTIO,Non-stock item,211.8,99.99,other
ORPT4C,ORIENT POINT STR 4 x 8 SECTION,Non-stock item,211.8,99.99,section_panel
ORPT5A,ORIENT POINT SCAL 5 x 8 SEC,Non-stock item,230.56,110.31,other
ORPT5B,ORIENT POINT STEP 5 x 8 SECTIO,Non-stock item,230.56,110.31,other
ORPT5C,ORIENT POINT STR 5 x 8 SECTION,Non-stock item,230.56,110.31,section_panel
ORPT6A,ORIENT POINT SCAL 6 x 8 SEC,Non-stock item,249.33,120.63,other
ORPT6B,ORIENT POINT STEP 6 x 8 SECTIO,Non-stock item,249.33,120.63,other
ORPT6C,ORIENT POINT STR 6 x 8 SECTION,Non-stock item,249.33,120.63,section_panel
ORPTG43,ORIENT POINT STR GATE 4 x 3 OP,Non-stock item,267.94,108.97,gate
ORPTG44,ORIENT POINT STR GATE 4 x 4 OP,Non-stock item,283.62,116.81,gate
ORPTG45,ORIENT POINT STR GATE 4 x 5 OP,Non-stock item,300.14,125.07,gate
ORPTG53,ORIENT POINT STR GATE 5 x 3 OP,Non-stock item,284.24,117.12,gate
ORPTG54,ORIENT POINT STR GATE 5 x 4 OP,Non-stock item,301.32,125.66,gate
ORPTG55,ORIENT POINT STR GATE 5 x 5 OP,Non-stock item,320.64,135.32,gate
ORPTG63,ORIENT POINT STR GATE 6 x 3 OP,Non-stock item,298.1,124.05,gate
ORPTG64,ORIENT POINT STR GATE 6 x 4 OP,Non-stock item,316.58,133.29,gate
ORPTG65,ORIENT POINT STR GATE 6 x 5 OP,Non-stock item,338.7,144.35,gate
ORSH,8 in ORNA. SCREW AND STRAP HIN,Non-stock item,34.65,13.86,other
OSF,ORANGE SAFTEY FENCE 4 x 100' R,Non-stock item,71.5,35.75,other
OT412,2-1/2X1-3/4X12' OVERHEAD SLIDE,Non-stock item,275.0,110.0,other
overpay,,Charge item,0.0,,labor_charge
OXARCH,OXFORD ARCH,Non-stock item,720.0,396.0,other
OXFLAT,OXFORD FLAT,Non-stock item,390.91,215.0,other
P11,FENCE PLANK 1 x 1 PVC,Non-stock item,0.62,0.34,vinyl_pvc
P12,FENCE PLANK 1 x 2 PVC,Non-stock item,1.56,0.86,vinyl_pvc
P1212,FENCE PLANK 1 x 2 x 12',Non-stock item,18.76,10.32,other
P12136,FENCE PLANK 1 x 2 x 13' 6,Non-stock item,21.11,11.61,other
P12365,FENCE PLANK 1 x 2 x 36-1/2,Non-stock item,5.47,3.01,other
P12A,FENCE PLANK 1 x 2 PVC ALM,Non-stock item,1.72,0.95,vinyl_pvc
P12G,FENCE PLANK 1 x 2 PVC GRAY,Non-stock item,1.72,0.95,vinyl_pvc
P14,FENCE PLANK 1 x 4 PVC,Non-stock item,3.25,1.79,vinyl_pvc
P1412,FENCE PLANK 1 x 4 x 12 PVC,Non-stock item,39.05,21.48,vinyl_pvc
P1416,FENCE PLANK 1 x 4 x 16 PVC,Non-stock item,52.07,28.64,vinyl_pvc
P14A,FENCE PLANK 1 x 4 PVC ALM,Non-stock item,3.58,1.97,vinyl_pvc
P14G,FENCE PLANK 1 x 4 PVC GRAY,Non-stock item,3.58,1.97,vinyl_pvc
P15,FENCE PLANK 1-1/2 x 1-1/2 PVC,Non-stock item,1.87,1.03,vinyl_pvc
P15106,FENCE PLANK 1-1/2 x 1-1/2 x 10,Non-stock item,19.85,10.92,other
P15136,FENCE PLANK 1-1/2 x 1-1/2 x 13,Non-stock item,25.47,14.01,other
P15365,FENCE PLANK 1-1/2 x 1-1/2 x 36,Non-stock item,5.73,3.15,other
P15365BLK,FENCE PLANK 1-1/2X1-1/2X36-1/2,Non-stock item,6.45,3.55,other
P15516NE,RIBBED RAIL 1-1/2 x 5-1/2 x 16,Non-stock item,49.6,27.28,other
P1555,RIBBED RAIL 1-1/2 x 5-1/2  PVC,Non-stock item,3.04,1.67,vinyl_pvc
P155516,RIBBED RAIL 1-1/2 x 5-1/2 x 16,Non-stock item,48.58,26.72,other
P15558,RIBBED RAIL 1-1/2 x 5-1/2 x 8,Non-stock item,24.29,13.36,other
P15558NE,RIBBED RAIL 1-1/2 x 5-1/2 x 8,Non-stock item,25.31,13.92,other
P1555A,RIBBED RAIL 1-1/2 x 5-1/2  PVC,Non-stock item,3.34,1.84,vinyl_pvc
P1555G,RIBBED RAIL 1-1/2 x 5-1/2  PVC,Non-stock item,3.34,1.84,vinyl_pvc
P15A,FENCE PLANK 1-1/2 x 1-1/2 PVC,Non-stock item,2.06,1.13,vinyl_pvc
P15G,FENCE PLANK 1-1/2 x 1-1/2 PVC,Non-stock item,2.06,1.13,vinyl_pvc
P16,FENCE PLANK 1 x 6 PVC,Non-stock item,1.78,0.98,vinyl_pvc
P16143,FENCE PLANK 1 x 6 x 14'3,Non-stock item,25.48,14.01,other
P16166,FENCE PLANK 1 x 6 x 16-1/2,Non-stock item,29.58,16.27,other
P168,FENCE PLANK 1 x 6 x 8 PVC,Non-stock item,14.25,7.84,vinyl_pvc
P16A,FENCE PLANK 1 x 6 PVC ALM,Non-stock item,1.96,1.08,vinyl_pvc
P16G,FENCE PLANK 1 x 6 PVC GRAY,Non-stock item,1.96,1.08,vinyl_pvc
P175175,FENCE PLANK 1-3/4 x 1-3/4 PVC,Non-stock item,0.0,0.0,vinyl_pvc
P17535,FENCE PLANK 1-3/4 x 3-1/2 PVC,Non-stock item,2.0,1.1,vinyl_pvc
P1753512,FENCE PLANK 1-3/4 x 3-1/2 x 12,Non-stock item,24.0,13.2,other
P175358,FENCE PLANK 1-3/4 x 3-1/2 x 8,Non-stock item,16.0,8.8,other
P17535A,FENCE PLANK 1-3/4 x 3-1/2 PVC,Non-stock item,2.2,1.21,vinyl_pvc
P17535G,FENCE PLANK 1-3/4 x 3-1/2 PVC,Non-stock item,2.2,1.21,vinyl_pvc
P235,FENCE PLANK 2 x 3-1/2 PVC,Non-stock item,1.73,0.95,vinyl_pvc
P23512,FENCE PLANK 2 x 3-1/2 PVC GRAY,Non-stock item,20.73,11.4,vinyl_pvc
P23516,FENCE PLANK 2 x 3-1/2 x 16 PVC,Non-stock item,27.64,15.2,vinyl_pvc
P2356,FENCE PLANK 2 x 3-1/2 x 6 PVC,Non-stock item,10.36,5.7,vinyl_pvc
P2358,FENCE PLANK 2 x 3-1/2 x 8 PVC,Non-stock item,13.82,7.6,vinyl_pvc
P235A,FENCE PLANK 2 x 3-1/2 PVC ALM,Non-stock item,1.9,1.05,vinyl_pvc
P235G,FENCE PLANK 2 x 3-1/2 PVC GRAY,Non-stock item,1.9,1.05,vinyl_pvc
P26,FENCE PLANK 2 x 6 PVC,Non-stock item,3.49,1.92,vinyl_pvc
P2612,RIBBED RAIL 2 x 6 x 12 PVC,Non-stock item,41.89,23.04,vinyl_pvc
P2616,RIBBED RAIL 2 x 6 x 16 PVC,Non-stock item,55.85,30.72,vinyl_pvc
P2616NE,RIBBED RAIL 2 x 6 x 16 PVC,Non-stock item,55.85,30.72,vinyl_pvc
P268,RIBBED RAIL 2 x 6 x 8 PVC,Non-stock item,27.93,15.36,vinyl_pvc
P268NE,RIBBED RAIL 2 x 6 x 8 notched,Non-stock item,28.95,15.92,other
P26A,FENCE PLANK 2 x 6 PVC ALM,Non-stock item,3.84,2.11,vinyl_pvc
P26G,FENCE PLANK 2 x 6 PVC GRAY,Non-stock item,3.84,2.11,vinyl_pvc
P27,RIBBED SLOT RAIL 2 x 7 pvc per,Non-stock item,3.38,1.86,vinyl_pvc
P2712NE,RIBBED SLOT RAIL 2 x 7 x 12 PV,Non-stock item,61.6,22.88,other
P2712NEA,RIBBED SLOT RAIL 2 x 7 x 12 no,Non-stock item,65.66,25.11,other
P276NE,Ribbed Slotted 2x7x6' Notched,Non-stock item,41.31,11.72,other
P278,RIBBED SLOT RAIL 2 x 7 x 8 PVC,Non-stock item,48.07,15.44,vinyl_pvc
