"ItemID","Description","ItemClass","Category","Material","Style","Color","HeightFt","WidthFt","Retail","Cost"
"CONCRETE","handy crete concrete 80LB BAG","Non-stock item","Concrete","","","","","","11.25","6.75"
"consulting","","Non-stock item","Other","","","","","","0","0"
"CONVIENCE CHARGE","CREDIT CARD CHARGE","Charge item","Other","","","","","","0","0"
"CPCN","5"""" x5"""" Certainteed New Engla","Non-stock item","Other","PVC/Vinyl","Certainteed","","","5","16.51","9.08"
"CPCT","5"""" x 5"""" Certainteed Traditio","Non-stock item","Other","PVC/Vinyl","Certainteed","","","5","7.4","4.07"
"CPL138","1-3/8 AUTO CHILD PROOF LATCH","Non-stock item","Latch","","","","","","30.15","18.09"
"CPL200","2 in. AUTO CHILD PROOF LATCH","Non-stock item","Latch","","","","","","27.92","16.75"
"CPL250","2-1/2 in. AUTO CHILD PROOF LAT","Non-stock item","Other","","","","","","30.15","18.09"
"CPL25158","2-1/2 x 1-5/8 CHILD PROOF LATC","Non-stock item","Other","","","","","","46.35","27.81"
"CPL3158","3 IN.  x 1-5/8 CHILD PROOF LAT","Non-stock item","Other","","","","","","51.65","30.99"
"CPP","COLONIAL PORCH POST 5000 LBS","Non-stock item","Other","","","","","","190.8","104.94"
"CR250","2-1/2 in. CANTILEVER ROLLER","Non-stock item","Other","","","","","","83.9","42.79"
"CR300","3 in. CANTILEVER ROLLER w/o gu","Non-stock item","Other","","","","","","130.02","66.31"
"CR400","4 in. CANTILEVER ROLLER w/o gu","Non-stock item","Other","","","","","","167.73","85.54"
"CR400N","4 IN.Cantilever roller nylon w","Non-stock item","Other","","","","","","189.51","96.65"
"CR658","6-5/8 in. CANTILEVER ROLLER","Non-stock item","Other","","","","","","338","172.38"
"CR658N","6-5/8 in. Cantilever roller ny","Non-stock item","Other","","","","","","178.1","90.83"
"CRC","CANTILEVER ROLLER GUARD per.","Non-stock item","Other","","","","","","34","17"
"CREDIT","","Non-stock item","Other","","","","","","0","0"
"Credit cards fees","Credit card fees","Charge item","Other","","","","","","0","0"
"CRG1010","Comm. Roll gate 10 x 10 1-5/8","Non-stock item","Gate","","","","","10","766.8","102.24"
"CRG1012","Comm. Roll gate 10 x 12 1-5/8","Non-stock item","Gate","","","","","12","809.4","107.92"
"CRG1014","Comm. Roll gate 10 x 14 1-5/8","Non-stock item","Gate","","","","","","852","113.6"
"CRG1016","Comm. Roll gate 10 x 16 1-5/8","Non-stock item","Gate","","","","","","1054.35","140.58"
"CRG1018","Comm. Roll gate 10 x 18 1-5/8","Non-stock item","Gate","","","","","","1096.95","146.26"
"CRG1020","Comm. Roll gate 10 x 20 1-5/8","Non-stock item","Gate","","","","","","1160.85","154.78"
"CRG1022","Comm. Roll gate 10 x 22 1-5/8","Non-stock item","Gate","","","","","","1203.45","160.46"
"CRG1024","Comm. Roll gate 10 x 24 1-5/8","Non-stock item","Gate","","","","","","1246.05","166.14"
"CRG1210","Comm. Roll gate 12 x 10 1-5/8","Non-stock item","Gate","","","","","10","873.3","116.44"
"CRG1212","Comm. Roll gate 12 x 12 1-5/8","Non-stock item","Gate","","","","","12","915.9","122.12"
"CRG1214","Comm. Roll gate 12 x 14 1-5/8","Non-stock item","Gate","","","","","","958.5","127.8"
"CRG1216","Comm. Roll gate 12 x 16 1-5/8","Non-stock item","Gate","","","","","","1182.15","157.62"
"CRG1218","Comm. Roll gate 12 x 18 1-5/8","Non-stock item","Gate","","","","","","1224.75","163.3"
"CRG1220","Comm. Roll gate 12 x 20 1-5/8","Non-stock item","Gate","","","","","","1288.65","171.82"
"CRG1222","Comm. Roll gate 12 x 22 1-5/8","Non-stock item","Gate","","","","","","1331.25","177.5"
"CRG1224","Comm. Roll gate 12 x 24 1-5/8","Non-stock item","Gate","","","","","","1373.85","183.18"
"CRG410","Comm. Roll gate 4 x 10 1-5/8 f","Non-stock item","Gate","","","","4","10","340.8","45.44"
"CRG412","Comm. Roll gate 4 x 12 1-5/8 f","Non-stock item","Gate","","","","4","12","489.9","65.32"
"CRG414","Comm. Roll gate 4 x 14 1-5/8 f","Non-stock item","Gate","","","","4","","532.5","71"
"CRG416","Comm. Roll gate 4 x 16 1-5/8 f","Non-stock item","Gate","","","","4","","617.7","82.36"
"CRG418","Comm. Roll gate 4 x 18 1-5/8 f","Non-stock item","Gate","","","","4","","660.3","88.04"
"CRG420","Comm. Roll gate 4 x 20 1-5/8 f","Non-stock item","Gate","","","","4","","756.15","100.82"
"CRG422","Comm. Roll gate 4 x 22 1-5/8 f","Non-stock item","Gate","","","","4","","798.75","106.5"
"CRG424","Comm. Roll gate 4 x 24 1-5/8 f","Non-stock item","Gate","","","","4","","841.35","112.18"
"CRG510","Comm. Roll gate 5 x 10 1-5/8 f","Non-stock item","Gate","","","","5","10","479.25","63.9"
"CRG512","Comm. Roll gate 5 x 12 1-5/8 f","Non-stock item","Gate","","","","5","12","543.15","72.42"
"CRG514","Comm. Roll gate 5 x 14 1-5/8 f","Non-stock item","Gate","","","","5","","585.75","78.1"
"CRG516","Comm. Roll gate 5 x 16 1-5/8 f","Non-stock item","Gate","","","","5","","734.85","97.98"
"CRG518","Comm. Roll gate 5 x 18 1-5/8 f","Non-stock item","Gate","","","","5","","777.45","103.66"
"CRG520","Comm. Roll gate 5 x 20 1-5/8 f","Non-stock item","Gate","","","","5","","841.35","112.18"
"CRG522","Comm. Roll gate 5 x 22 1-5/8 f","Non-stock item","Gate","","","","5","","883.95","117.86"
"CRG524","Comm. Roll gate 5 x 24 1-5/8 f","Non-stock item","Gate","","","","5","","777.45","103.66"
"CRG610","Comm. Roll gate 6 x 10 1-5/8 f","Non-stock item","Gate","","","","6","10","553.8","73.84"
"CRG612","Comm. Roll gate 6 x 12 1-5/8 f","Non-stock item","Gate","","","","6","12","596.4","79.52"
"CRG614","Comm. Roll gate 6 x 14 1-5/8 f","Non-stock item","Gate","","","","6","","639","85.2"
"CRG616","Comm. Roll gate 6 x 16 1-5/8 f","Non-stock item","Gate","","","","6","","798.75","106.5"
"CRG618","Comm. Roll gate 6 x 18 1-5/8 f","Non-stock item","Gate","","","","6","","841.35","112.18"
"CRG620","Comm. Roll gate 6 x 20 1-5/8 f","Non-stock item","Gate","","","","6","","905.25","120.7"
"CRG622","Comm. Roll gate 6 x 22 1-5/8 f","Non-stock item","Gate","","","","6","","947.85","126.38"
"CRG624","Comm. Roll gate 6 x 24 1-5/8 f","Non-stock item","Gate","","","","6","","990.45","132.06"
"CRG810","Comm. Roll gate 8 x 10 1-5/8 f","Non-stock item","Gate","","","","8","10","660.3","88.04"
"CRG812","Comm. Roll gate 8 x 12 1-5/8 f","Non-stock item","Gate","","","","8","12","702.9","93.72"
"CRG814","Comm. Roll gate 8 x 14 1-5/8 f","Non-stock item","Gate","","","","8","","745.5","99.4"
"CRG816","Comm. Roll gate 8 x 16 1-5/8 f","Non-stock item","Gate","","","","8","","926.55","123.54"
"CRG818","Comm. Roll gate 8 x 18 1-5/8 f","Non-stock item","Gate","","","","8","","969.15","129.22"
"CRG820","Comm. Roll gate 8 x 20 1-5/8 f","Non-stock item","Gate","","","","8","","1033.05","137.74"
"CRG822","Comm. Roll gate 8 x 22 1-5/8 f","Non-stock item","Gate","","","","8","","1075.65","143.42"
"CRG824","Comm. Roll gate 8 x 24 1-5/8 f","Non-stock item","Gate","","","","8","","1118.25","149.1"
"CRNTOP","1 x 8 CROWN TOPPER","Non-stock item","Other","","","","","8","0","0"
"CRNTOP2","2 x 8 CROWN TOPPER","Non-stock item","Other","","","","","8","0","0"
"CROS4","CROSS BUCK 4 x 8 SECTION","Non-stock item","Section","","","","4","8","108.51","59.68"
"CROSG44","CROSS BUCK GATE 4 x 4 OPEN","Non-stock item","Gate","","","","4","4","0","0"
"CROSG46","CROSS BUCK GATE 4 x 6 OPEN","Non-stock item","Gate","","","","4","6","0","0"
"CROSG48","CROSS BUCK GATE 4 x 8 OPEN","Non-stock item","Gate","","","","4","8","0","0"
"CSG1010","Comm. D.Swing gate 10 x 10 1-5","Non-stock item","Gate","","","","","10","596.4","85.2"
"CSG1012","Comm. D.Swing gate 10 x 12 1-5","Non-stock item","Gate","","","","","12","656.04","93.72"
"CSG1014","Comm. D.Swing gate 10 x 14 1-5","Non-stock item","Gate","","","","","","715.68","102.24"
"CSG103","Comm.Swing gate 10x3 1-5/8 fra","Non-stock item","Gate","","","","","3","288.26","41.18"
"CSG104","Comm.Swing gate 10x4 1-5/8 fra","Non-stock item","Gate","","","","","4","318.08","45.44"
"CSG105","Comm.Swing gate 10x5 1-5/8 fra","Non-stock item","Gate","","","","","5","347.9","49.7"
"CSG106","Comm.Swing gate 10x6 1-5/8 fra","Non-stock item","Gate","","","","","6","377.72","53.96"
